Audio Path                                                                                    , Gốc (Reference)                                                         , Máy đoán (Prediction)
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_208.wav , mấy ngày đầu thúy hà phải nhờ kim dẫn đi giới thiệu trường              , mấy ngày đầu thúy hạ phải nhờ kim dẫn đi giới thiệu trường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_209.wav , họ thích nghi với văn hóa công ty như thế nào                           , họ thênh nghi với văn hóa công ty như thế nào
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_213.wav , mô hình cấu trúc chức năng và khoa học xã hội mang tính giáo dục        , mô hình cấu trúc chức năng và khoa học xã hội mang tính giáo dục
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_216.wav , và bạn cần có việc làm ổn định với thu nhập cao                         , và bạn cần có việc làm ổn định với thu nhập cao
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_220.wav , đây là tháng có số đăng ký thấp nhất từ đầu năm đến nay                 , đây là tháng có số đăng ký thấp nhất từ đầu năm đến nay
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_239.wav , thật ra thì cũng không thể làm cầu kì như ở nhà được                    , thật ra thì cũng không thể làm cầu kỳ như ở nhà được
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_253.wav , vả lại theo quy chế đây là trách nhiệm của mỗi thí sinh                 , vả lại theo quy thế đây là trách nhiệm của mỗi thí sinh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_255.wav , công nhân đang thi công hai nhánh cầu rạch chiếc ảnh thuận thắng        , công nhân đang thi công khai nhánh cầu rạch triếc ảnh thuận thắng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_265.wav , họ không biết chơi phòng ngự là gì trừ khi bị đối thủ vây ép            , họ không biết chơi phòng ngự là gì trừ khi bị đối thủ vây ép
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_267.wav , cuối cùng họ dẫn nhau về nhà với thúng làn không                        , cuối cùng họ dẫn nhau về nhà với thúng làn không
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_271.wav , phim mới của trương nghệ mưu sự trở lại dòng phim nghệ thuật            , phim mới của trương nghệ mưu sự trở lại dòng phim nghệ thuật
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_299.wav , còn hàng trăm chiếc khác đã bán thì ông không nhớ hết                   , còn hàng trăm chiếc khác đã bán thì ông không nhớ hết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_026.wav , cùng vợ ăn vội chén cơm thành lại lo ôn bài làm bài tập                 , cùng vợ ăn vộ chán com thành lợi lo um bày làm bài tập
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_033.wav , đội nào thành tích càng cao thì quản lý càng khó                        , đội nào thành tích càng cao thì quản lý càng khó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_048.wav , phải chăng xây dựng niềm tin vào tình yêu khó thế                       , phải chăn xây dựng niềm tin vào tình yêu khó thuế
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_049.wav , còn ba cầu thủ văn trương bật hiếu và hải lâm thì sao thưa ông          , còn ba cầu thủ văn thương bặc hiếu và hải lâm thì sao thưa ông
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_050.wav , tháng bảy nhiều người con khóc nên trời buồn và khóc theo               , tháng bảy nhiều người con khóc nên trời buồn và khóc theo
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_051.wav , ca khúc được khán giả yêu thích nhất bà tôi nguyễn vĩnh tiến            , ca khúc được khán giả yêu thích nhất bà tôi nguyễn vĩnh tiếng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_058.wav , đầu tư tiêu dùng và xuất khẩu đều sẽ tăng mạnh                          , đầu tư tiêu dùng và xuất khẩu đều sẽ tăng mạnh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_059.wav , đồ cổ không công khai nguồn gốc phải bị coi là hàng giả                 , đồ cổ không công khai nguồn gốc phải bị coi là hàng giả
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_064.wav , từng là chủ tế hàng trăm lễ an táng mộ gió                              , từng là chủ tế hàng trăm lễ an toán mội gió
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_067.wav , hình như không có cả một trong hai tài và đức                           , hình như không có cả một trong hai tài và đức
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_068.wav , bên cạnh đó chúng tôi còn làm hàng loạt việc khác như                   , bên cạnh đó chúng tôi còn làm hàng loạt việc khác như
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_074.wav , chúng nó yêu nhau rất tự nhiên ghét nhau cũng rất tự nhiên              , chúng nó yêu nhau rất tự nhiên ghét nhau cũng rất tự nhiên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_079.wav , tất cả để cho người bệnh và thân nhân hài lòng khi đến bệnh viện        , tất cả để cho người bệnh và thân nhân hài lòng khi đến bệnh viện
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_101.wav , tôi khẽ chớp mắt và thầm cầu nguyện xin chúa giúp con                   , tôi khẻ chớp mắt và thầm cầu nguyện sinh chú giúp con
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_112.wav , lúc hưng phấn nói chuyện phóng lao chẳng có chi phức tạp                , lúc hưng phấn nói chuyện phóng lao chẳng có chi phức tạp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_120.wav , sẽ làm chúng ta ngủ không đủ không đúng quy luật                        , sẽ làm chúng ta ngủ không đủ không đúng quy luật
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_149.wav , có bao giờ ông gặp tình huống không trả lời được câu hỏi của dân        , có bao giờ ông gặp tình huống không trả lời được câu hỏi của dân
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_153.wav , cả đời chưa bao giờ tôi có cảm giác sung sướng như vậy                  , cả đều chưa bao giờ tôi có cảm giác xung xướng như vậy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_154.wav , ít có cơ hội sống sót cho các hành khách trên máy bay                   , ít có cơ hội sống sót cho các hành khách trên máy bay
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_161.wav , trung quốc đưa ra hình phạt cụ thể đối với tội tham nhũng               , trung quốc đưa ra hình phạt cụ thể đối với tội tham nhũng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_168.wav , hai cháu ngạc nhiên đón khách lạ sung sướng ôm cặp mới                  , hai cháu ngạc nhiên đón khách lạ sung sướng ôm cặp mới
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_173.wav , nhưng cô quyết chứng minh người mù không phải vô dụng                   , nhưng cô quyết chứng minh người mù không phải vô dụng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_175.wav , họ đã trao nhau lời hẹn ước nên duyên chồng vợ                          , họ đã trao nhau lời hẹn ước nên duyên chồng vợ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_177.wav , nếu thỉnh thoảng có vài ngày nghỉ người thụy điển thường ra đảo chơi    , nếu thỉnh thoảng có vài ngày nghỉ người thụy điển thường ra đảo chơi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_182.wav , những người cô lập mình có thể gặp phải chứng trầm cảm hoặc lo lắng     , những người cô lập mình có thể gặp phải chứng trầm cảm hoặc lo lắng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_193.wav , thực tế vai trò của bạn và người phỏng vấn đối chiếu nhau               , thực tế vai trò của bạn và người phỏng vấn đối chiếu nhau
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_196.wav , sự giúp đỡ của bà là vô cùng quí báu cho chúng tôi                      , sự giúp đỡ của bà là vô cùng quý báo cho chúng tôi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_197.wav , nhà trường đột ngột hủy đề tài khiến tôi mất phương hướng               , nhà trường đột ngột hủy đề tài khiến tôi mất phương hướng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_198.wav , các phật tử hưởng ứng lời kêu gọi của thầy như thế nào                  , các phật tự hưởng ứng lời kêu gọi của thầy như thế nào
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_203.wav , vậy những đối tượng này sẽ được giải quyết như thế nào                  , vậy những đối tượng này sẽ được giải quyết như thế nào
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_228.wav , xen kẽ giữa những màn biểu diễn là những phút vui chơi tập thể          , sen kể giữa những màn biểu diễn là những phút vui chơi tập thể
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_233.wav , sáng ra thấy dân tình xúm quanh con tê giác khổng lồ đã chết            , sáng ra thấy dân tình xúng quanh con tê giác khổng lồ đảo chết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_239.wav , và một điều sâu xa là mình đã thật sự yêu bạn                           , và một điều sâu xa là mình đã thựt sự yêu bạn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_247.wav , nhiều hôm mưa gió bán ế gánh chè nặng trĩu trên vai mẹ                  , nhiều hơn mưa gió bán ế gánh chè nặng triểu trên vai mẹ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_266.wav , phía dưới và xung quanh kệ là nước bẩn lênh láng chảy qua               , phía dưới và xung quanh kệ là nước bẩn lên lán chảy qua
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_267.wav , tôi đứng trước hai lối rẽ và tôi chọn con đường ít người đi hơn         , tôi đứng trước hai lối rẽ và tôi chọn con đường ít người đi hơn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_273.wav , chúng tôi đã điều tra những trường hợp có nghi vấn gian dối             , chúng tôi đã điều tra những trường hợp có nghi vấn dian dối
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_279.wav , vậy chừng nào mới tới xin lỗi nhân dân tập cuối                         , vậy chừng nào mới tới xin lỗi nhân dân tập cuối
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_298.wav , hôm nào tan ca sớm hạnh được giao nhiệm vụ đi chợ cho bữa tối           , hôm nào tang ca sớm hạnh được giao nhiệm vụ đi chợ cho buổi tối
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV16\VIVOSDEV16_299.wav , vào được nhà anh đấy sửa cửa đi nguy hiểm đấy                           , vào được nhà anh đấy sử cửa đi nguy hiểm đấy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_011.wav , rồi mặc dù biết là ngớ ngẩn tôi cứ nói ra                               , rồi mặc dù biết là ngớ ngận tôi cứ nói ra
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_024.wav , riêng ông nguyễn văn ba bị gỗ đè dập sọ não chết ngay tại chỗ           , riêng ông nguyễn văn ba bị rỗ đè dập sọ nạo chết ngay tại chỗ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_032.wav , mỗi người nở một nụ cười với những ý nghĩa khác nhau                    , mọi người nở một nủ cười với những ý nghĩa khác nhau
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_043.wav , do vậy sẽ ảnh hưởng tới việc thu sóng vô tuyến                          , do vậy sẽ ảnh hưởng tới việc thu sống vô tuyến
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_048.wav , phim chiếu nguyên bản tiếng pháp có phụ đề tiếng việt                   , phim chiếu nguyên bản tiếng pháp có phụ đề tiếng việt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_060.wav , bóng màu xanh là vùng tâm bão có thể đi qua                             , bóng màu xanh là vùng tâm bảo có thể đi qua
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_062.wav , sau một ngày lao động căng mệt bạn ưu tiên chọn                         , sau một ngày lao động căn mệt bạn ưu tiên chọn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_070.wav , hà cũng chẳng nhớ mình có nói hay không để cãi lại ông ấy               , hà cũng chẳng nhớ mình có nói hay không để cải lại ông ấy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_071.wav , bản thân tôi cũng tham gia một vai rất nhỏ nữa                          , bản thân tôi cũng tham gia một vai đất nhỏ nữa
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_077.wav , hôm sau mở máy thấy cái truyện đã tự hoàn chỉnh rồi                     , hôm sau mở máy thấy cái chuyện đã tự hoàn chỉnh rồi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_090.wav , bây giờ thì đáng được khen là thông minh chứ hả                         , bây giờ thì đáng được khen là thông minh chứ thả
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_099.wav , chị tìm nhà cho em ở trọ ngay cổng trường chị học                       , chị tìm nhà cho em ở trỏ ngay cổng trường chị học
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_100.wav , đến đà lạt bạn phải chuẩn bị đôi chân để đi bộ                          , đến đà lạt bạn phải chuẩn bị đôi chân để đi bộ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_107.wav , họ được bọn đầu nậu những tay trùm thuê với giá rẻ mạt                  , họ được bọn đầu nậu những tây trùm thuê với giá rể mạt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_109.wav , một bà sang trọng đến gặp bác sĩ trẻ khám bệnh bác sĩ hỏi               , một bài sang trọng đến gặp bác sĩ trẻ khám bệnh bác sĩ hỏi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_114.wav , nhân lực ngành thiết kế đồ họa đắt giá và khan hiếm                     , nhân lực ngạnh thiết kế đồ họa đắt giá và khan hiếm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_120.wav , sau đó bản thân học sinh phải làm đơn xin học bổng                      , sau đó bản thân học sinh phải làm đơn sinh học bộng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_133.wav , chỉ có thực phẩm mới giúp bạn làm được việc này                         , chỉ có thực phẩm mới giúp bạn làm được việc này
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_147.wav , với các dát màu cà phê sữa không cần điều trị                           , với các giác màu cà phê sữa không cần điều trị
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_169.wav , họ bảo tôi giống người hàn thì tôi lại thấy họ giống người việt         , họ bảo tôi giống như người hàng thì tôi lại thấy họ giống người việt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_170.wav , và đội tuyển pháp đang là đội chiếm ưu thế hơn so với thụy sĩ           , và đội tuyển pháp đang là đội chiếm ưu thế hơn so với thủy sĩ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_173.wav , trình độ chuyên môn của cô khiến cô quá thừa tư cách                    , trình đổi chuyên môn của cô khiến cô quá thừa tươi cách
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_181.wav , những câu hỏi trên sẽ giúp bạn làm được điều này                        , những câu hỏi trên sẽ giúp bạn làm được điều này
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_189.wav , vẫn còn nhưng bạn không dám chắc họ có hạnh phúc hay không              , vẫn còn nhưng bạn không dám chắc họ có hạnh phúc hay không
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_192.wav , đó cũng là sự tiếp xúc gần gũi nhất của bọn em                          , đó cũng là sự tiếp xúc gần gũi nhất của bọn em
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_204.wav , em hãy tỉnh táo mà tìm những định hướng tốt hơn cho tương lai           , em hãy tỉnh táo mà tìm những định hướng tốt hơn cho tương lai
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_208.wav , nhưng chẳng có điểm sản xuất nào dùng bạt phủ che chắn                  , nhưng chẳng có điểm sản xuất nào dùng bạc phụ che trắng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_212.wav , có mấy người đụng phải nó suýt ngã chúi xuống đường                     , có mấy người đụng phải nó xít ngại chuúi xuống đường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_213.wav , đoàn đi thuyền đến một khu làng dân tộc thiểu số                        , đoàn đi thiền đến một khu làng dân tộc thủy số
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_217.wav , thì hợp đồng thế chấp này cũng không có giá trị pháp lý                 , thì hợp đồng thế chấp này cũng không có giá trị pháp lý
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_239.wav , ba tôi hãnh diện nói chuyện với số học sinh cùng lên xe đò              , ba tôi hạnh diện nói chuyện với số học sinh cùng lên xe đò
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_241.wav , một anh trai tuấn đang ngồi tù vì tội giết người                        , một anh trai tuấn đang ngồi tù vì tội giết người
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_245.wav , được bày trên những bệ thờ bên cạnh những bó sen huệ thơm nức           , được bày trên những bẹ thờ bên cạnh những bói xen huệ thơm phứt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_254.wav , các bước sau đây sẽ giúp bạn tìm ra ứng cử viên thích hợp               , các bước sau đây sẽ giúp bạn tìm ra ứng cử viên thích hợp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_268.wav , vì chúng có thể làm răng của bạn dễ bị ố vàng                           , vì chúng có thể làm răng của bạn dễ bị ố vàng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_271.wav , giải nhất huy chương vàng thuộc về nhà nhiếp ảnh của cộng hòa séc       , giải nhất huy chương vàng thuộc về nhà nhiếp ảnh của cộng hòa xếp
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_285.wav , để xin thị thực công tác về cơ bản bạn phải có                          , để sinh thủy thật công tác về cơ bản bạn phải có
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_288.wav , tôi nắm bàn tay xưa ba tôi từng thương yêu đau xót cầm giữ              , tôi nắm bàn tay xưa ba tôi từng thương tôi đâu sót cầm dự
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_297.wav , trong dòng thác người chỉ nhìn được mắt kính và khẩu trang              , trong dòng thát người chỉ nhìn được mắt kính và khẩu trang
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV17\VIVOSDEV17_299.wav , khai mạc triển lãm quy mô lớn về tranh sơn mài việt nam                 , khai mạc triển lãm quy mô lớn về tranh sân mài việt nam
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_006.wav , không nên chỉ dựa vào bài viết của bạn để thuyết minh thêm              , không nên chỉ dựa vào bài viết của bạn để thuyết minh thêm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_012.wav , và giáo dục con người trở thành việc luyện trí nhớ                      , và giáo dục con người trở thành việc luyện chỉ nhớ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_017.wav , tuy nhiên hợp đồng này chỉ có giá trị trong những ngày bình thường      , tuy nhiên hợp đồng này chỉ có giá trị trong những ngày bình thường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_021.wav , vấn đề đặt ra ở đây là làm thế nào để                                   , vấn đề đặt ra ở đây là làm thế nào để
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_051.wav , nhưng nhiều du khách thấy thất vọng khi lên đến nơi                     , nhưng nhiều du khách vẫn thấy thất vọng khi lên đến nơi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_056.wav , trên mặt ai cũng có khăn tay khẩu trang che miệng                       , trên mặt ai cũng có khăn tay khẩu trang tre miệng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_060.wav , càng ngày mình càng nghĩ nhiều về công việc giảng dạy                   , càng ngày mình càng nghỉ nhiều về công việc giảmg dạy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_064.wav , tất nhiên hóa đơn tiền nước cũng kèm luôn khoản tiền                    , tất nhiên hóa đơn tiền nước cũng kèm theo luôn khoản tiền
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_065.wav , chúc bạn đọc có thật nhiều thời gian thư giãn thoải mái                 , bạn đọc có thật nhiều thời gian thư giản thoải mái
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_082.wav , hàng chân mày đen và xếch không lẫn vào đâu được                        , hàng trân mày đen và sách không lẫnh ào đâu đườcg
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_102.wav , cả ngày trời không nắng gió lạnh nên thưa vắng du khách                 , cả ngày trời không nắng gió lặnh nên thưa vắng du khách
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_114.wav , làm được hết khối công việc ấy là một nỗ lực rất lớn                    , được hết khối công việc ấy là một nỗ lực rất lớn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_118.wav , người ăn xin thưa bà ngày thường thì bà cho gì cũng được                , người ăn xin thưa bà ngày thường thì bà cho gì cũng được
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV18\VIVOSDEV18_120.wav , bạn không bao giờ ra ngoài mà không dùng kem lót                        , bạn không bao giờ ra ngoài mà không dùng kem lót
